city,city_ascii,province_id,province_name,lat,lng,population,density,timezone,ranking,postal,id
Lethbridge,Lethbridge,AB,Alberta,49.6942,-112.8328,98406.0,812.5,America/Edmonton,3,T1H T1J T1K,1124321200
Kamloops,Kamloops,BC,British Columbia,50.6761,-120.3408,97902.0,328.6,America/Vancouver,3,V2E V2C V1S V2B,1124735582
Saint-Jean-sur-Richelieu,Saint-Jean-sur-Richelieu,QC,Quebec,45.3167,-73.2667,97873.0,431.3,America/Toronto,3,J2W J2Y J2X J3A J3B,1124278447
Niagara Falls,Niagara Falls,ON,Ontario,43.06,-79.1067,94415.0,449.1,America/Toronto,3,L0S L2E L2G L2H L2J L3B,1124704011
Cape Breton,Cape Breton,NS,Nova Scotia,46.1389,-60.1931,93694.0,38.7,America/Glace_Bay,3,B2A B1S B1V B1G B1B B1C B1A B1L B1M B1K B1H B1T B1R B1P B1Y B1E B1N B1J,1124000383
Chilliwack,Chilliwack,BC,British Columbia,49.1577,-121.9509,93203.0,356.6,America/Vancouver,3,V4Z V2R V2P,1124531262
Brossard,Brossard,QC,Quebec,45.4667,-73.45,91525.0,2025.3,America/Toronto,2,J4Y J4X J4Z J4W,1124655166
Maple Ridge,Maple Ridge,BC,British Columbia,49.2167,-122.6,90990.0,339.7,America/Vancouver,3,V4R V2W V2X,1124001699
Newmarket,Newmarket,ON,Ontario,44.05,-79.4667,87942.0,2284.1,America/Toronto,2,L3X L3Y,1124400266
Repentigny,Repentigny,QC,Quebec,45.7333,-73.4667,86100.0,1399.6,America/Toronto,3,J6A J5Z J5Y,1124379778
Peterborough,Peterborough,ON,Ontario,44.3,-78.3167,84793.0,1291.8,America/Toronto,3,K9K K9J K9H K9L,1124440356
Drummondville,Drummondville,QC,Quebec,45.8833,-72.4833,79258.0,320.7,America/Toronto,3,J2E J2C J2B J2A J1Z,1124624283
Kawartha Lakes,Kawartha Lakes,ON,Ontario,44.35,-78.75,79247.0,26.1,America/Toronto,3,L0K L0B L0A K9V K0M,1124000852
New Westminster,New Westminster,BC,British Columbia,49.2069,-122.9111,78916.0,5052.4,America/Vancouver,2,V3L V3M,1124196524
Prince George,Prince George,BC,British Columbia,53.9169,-122.7494,76708.0,242.2,America/Vancouver,3,V2L V2K V2N V2M,1124733292
Caledon,Caledon,ON,Ontario,43.8667,-79.8667,76581.0,111.2,America/Toronto,3,L7K L7C L7E,1124070007
Châteauguay,Chateauguay,QC,Quebec,45.38,-73.75,75891.0,1481.2,America/Toronto,3,J6K J6J,1124437897
Belleville,Belleville,ON,Ontario,44.1667,-77.3833,75052.0,222.8,America/Toronto,3,K8N K8P K0K,1124786959
Airdrie,Airdrie,AB,Alberta,51.2917,-114.0144,74100.0,878.1,America/Edmonton,3,T4B T4A,1124990202
Sarnia,Sarnia,ON,Ontario,42.9994,-82.3089,73944.0,439.6,America/Toronto,3,N7T N7V N7W N7S N7X,1124509835
Wood Buffalo,Wood Buffalo,AB,Alberta,57.6042,-111.3284,72326.0,1.2,America/Edmonton,3,T9H T9K T9J T0P,1124001123
Sault Ste. Marie,Sault Ste. Marie,ON,Ontario,46.5333,-84.35,72051.0,324.6,America/Toronto,3,P6A P6C P6B,1124810690
Saint John,Saint John,NB,New Brunswick,45.2806,-66.0761,69895.0,221.5,America/Moncton,3,E2P E2L E2M E2N E2H E2J E2K,1124631364
Welland,Welland,ON,Ontario,42.9833,-79.2333,69302.0,686.9,America/Toronto,3,L3B L3C,1124745616
Granby,Granby,QC,Quebec,45.4,-72.7333,69025.0,452.1,America/Toronto,3,J2G J2J J2H,1124502071
St. Albert,St. Albert,AB,Alberta,53.6303,-113.6258,68232.0,1426.4,America/Edmonton,3,T8N,1124850754
Fredericton,Fredericton,NB,New Brunswick,45.9636,-66.6431,64614.0,471.3,America/Moncton,3,E3G E3C E3B E3A,1124061289
Grande Prairie,Grande Prairie,AB,Alberta,55.1708,-118.7947,64141.0,483.3,America/Edmonton,3,T8V T8X T8W,1124505481
Medicine Hat,Medicine Hat,AB,Alberta,50.0417,-110.6775,63382.0,565.1,America/Edmonton,3,T1A T1B T1C,1124303972
Halton Hills,Halton Hills,ON,Ontario,43.63,-79.95,62951.0,227.4,America/Toronto,3,L7J L7G L0P L9T,1124000788
Aurora,Aurora,ON,Ontario,44.0,-79.4667,62057.0,1241.1,America/Toronto,3,L4G,1124085034
Port Coquitlam,Port Coquitlam,BC,British Columbia,49.2625,-122.7811,61498.0,2108.7,America/Vancouver,2,V3C V3B,1124473757
Mirabel,Mirabel,QC,Quebec,45.65,-74.0833,61108.0,126.2,America/Toronto,3,J7J J7N,1124182375
Blainville,Blainville,QC,Quebec,45.67,-73.88,59819.0,1088.2,America/Toronto,3,J7B J7C,1124000623
Lac-Brome,Lac-Brome,QC,Quebec,45.2167,-72.5167,58889.0,27.3,America/Toronto,3,J0E,1124000579
North Vancouver,North Vancouver,BC,British Columbia,49.3201967175102,-123.069940224484,58120.0,4913.0,America/Vancouver,2,V7L V7M,1124000146
Saint-Hyacinthe,Saint-Hyacinthe,QC,Quebec,45.6167,-72.95,57239.0,303.1,America/Toronto,3,J2T J2S J2R,1124010116
Beloeil,Beloeil,QC,Quebec,45.5667,-73.2,52959.0,988.8,America/Toronto,3,J3G,1124469084
North Bay,North Bay,ON,Ontario,46.3,-79.45,52662.0,166.9,America/Toronto,3,P1A P1B P1C,1124058496
Charlottetown,Charlottetown,PE,Prince Edward Island,46.2403,-63.1347,52390.0,876.6,America/Halifax,3,C1C C1A C1E,1124897699
Vernon,Vernon,BC,British Columbia,50.267,-119.272,51896.0,461.7,America/Vancouver,3,V1T V1H,1124553338
Brandon,Brandon,MB,Manitoba,49.8483,-99.95,51313.0,649.2,America/Winnipeg,3,R7A R7B R7C,1124239939
Mascouche,Mascouche,QC,Quebec,45.75,-73.6,51183.0,478.8,America/Toronto,3,J7K J7L,1124001580
Stouffville,Stouffville,ON,Ontario,43.9667,-79.25,49864.0,241.6,America/Toronto,3,L4A,1124207594
Shawinigan,Shawinigan,QC,Quebec,46.5667,-72.75,49620.0,68.0,America/Toronto,3,G9N G9T G9R G9P G0X,1124441118
Joliette,Joliette,QC,Quebec,46.0167,-73.45,49246.0,931.2,America/Toronto,3,J6E,1124841554
Rimouski,Rimouski,QC,Quebec,48.45,-68.53,48935.0,144.3,America/Toronto,3,G5N G5M G5L G0L,1124433645
Courtenay,Courtenay,BC,British Columbia,49.6878,-124.9944,48917.0,876.7,America/Vancouver,3,V9N,1124324905
Dollard-des-Ormeaux,Dollard-des-Ormeaux,QC,Quebec,45.4833,-73.8167,48403.0,3230.2,America/Toronto,2,H9A H9B H9G,1124902278
Cornwall,Cornwall,ON,Ontario,45.0275,-74.74,47845.0,777.9,America/Toronto,3,K6J K6K K6H,1124938303
Victoriaville,Victoriaville,QC,Quebec,46.05,-71.9667,47760.0,566.4,America/Toronto,3,G6R G6P G6T,1124149787
Georgina,Georgina,ON,Ontario,44.3,-79.4333,47642.0,165.6,America/Toronto,3,L0E L4P,1124000048
Woodstock,Woodstock,ON,Ontario,43.1306,-80.7467,46705.0,827.2,America/Toronto,3,N4S N4T N4V,1124758374
Langford Station,Langford Station,BC,British Columbia,48.4506,-123.5058,46584.0,1124.4,America/Vancouver,3,V9B V9C,1124095065
Quinte West,Quinte West,ON,Ontario,44.1833,-77.5667,46560.0,94.0,America/Toronto,3,K8N K8R K8V K0K,1124001037
St. Thomas,St. Thomas,ON,Ontario,42.775,-81.1833,45732.0,1203.2,America/Toronto,3,N5R N5P,1124790209
Saint-Eustache,Saint-Eustache,QC,Quebec,45.57,-73.9,45276.0,642.1,America/Toronto,3,J7P J7R,1124758162
West Vancouver,West Vancouver,BC,British Columbia,49.3667,-123.1667,44122.0,506.1,America/Vancouver,3,V7T V7V V7S,1124001824
New Tecumseth,New Tecumseth,ON,Ontario,44.0833,-79.75,43948.0,160.5,America/Toronto,3,L0L L0G L9R,1124001571
Innisfil,Innisfil,ON,Ontario,44.3,-79.5833,43326.0,165.1,America/Toronto,3,L0L L9S,1124001408
Vaudreuil-Dorion,Vaudreuil-Dorion,QC,Quebec,45.4,-74.0333,43268.0,595.5,America/Toronto,3,J7V,1124618618
Bradford West Gwillimbury,Bradford West Gwillimbury,ON,Ontario,44.1333,-79.6333,42880.0,213.7,America/Toronto,3,L0G L3Z,1124001093
Salaberry-de-Valleyfield,Salaberry-de-Valleyfield,QC,Quebec,45.25,-74.13,42787.0,394.1,America/Toronto,3,J6S J6T,1124638758
Rouyn-Noranda,Rouyn-Noranda,QC,Quebec,48.2333,-79.0167,42313.0,7.1,America/Toronto,3,J9X J9Y J0Y J0Z,1124267752
Boucherville,Boucherville,QC,Quebec,45.6,-73.45,41743.0,587.8,America/Toronto,3,J4B,1124000296
Mission,Mission,BC,British Columbia,49.1337,-122.3112,41519.0,182.9,America/Vancouver,3,V4S V2V,1124502601
Timmins,Timmins,ON,Ontario,48.4667,-81.3333,41145.0,13.9,America/Toronto,3,P0N P4N P4R P4P,1124760634
Lakeshore,Lakeshore,ON,Ontario,42.2399,-82.6511,40410.0,76.4,America/Toronto,3,N8M N8N N9K N0P N0R,1124001501
Brant,Brant,ON,Ontario,43.1167,-80.3667,39474.0,48.3,America/Toronto,3,N3L N3T N3W N0E,1124000682
Spruce Grove,Spruce Grove,AB,Alberta,53.545,-113.9008,39348.0,1003.3,America/Edmonton,3,T7X,1124943146
Campbell River,Campbell River,BC,British Columbia,50.0244,-125.2475,38108.0,246.0,America/Vancouver,3,V9H V9W,1124851971
Prince Albert,Prince Albert,SK,Saskatchewan,53.2,-105.75,37756.0,562.1,America/Regina,3,S6X S6V S6W,1124158154
Penticton,Penticton,BC,British Columbia,49.4911,-119.5886,36893.0,857.3,America/Vancouver,3,V2A,1124613898
Sorel-Tracy,Sorel-Tracy,QC,Quebec,46.0333,-73.1167,36650.0,614.0,America/Toronto,3,J3P J3R,1124000182
East Kelowna,East Kelowna,BC,British Columbia,49.8625,-119.5833,36078.0,295.5,America/Vancouver,3,V1Z V4T,1124070905
Leamington,Leamington,ON,Ontario,42.0667,-82.5833,35730.0,113.6,America/Toronto,3,N8H N0P,1124258797
East Gwillimbury,East Gwillimbury,ON,Ontario,44.1333,-79.4167,34637.0,141.4,America/Toronto,3,L0G L9N,1124001370
Côte-Saint-Luc,Cote-Saint-Luc,QC,Quebec,45.4687,-73.6673,34504.0,4903.7,America/Toronto,2,H4W H4V H4X,1124563603
Orangeville,Orangeville,ON,Ontario,43.9167,-80.1167,34177.0,1989.5,America/Toronto,3,L9W,1124566061
Leduc,Leduc,AB,Alberta,53.2594,-113.5492,34094.0,806.9,America/Edmonton,3,T9E,1124170853
Moose Jaw,Moose Jaw,SK,Saskatchewan,50.3933,-105.5519,33665.0,511.5,America/Regina,3,S6J S6K S6H,1124806868
Port Moody,Port Moody,BC,British Columbia,49.2831,-122.8317,33535.0,1297.3,America/Vancouver,3,V3H,1124252668
Pointe-Claire,Pointe-Claire,QC,Quebec,45.45,-73.8167,33488.0,1770.9,America/Toronto,3,H9R H9S,1124470650
Orillia,Orillia,ON,Ontario,44.6,-79.4167,33411.0,1171.1,America/Toronto,3,L3V,1124049830
Stratford,Stratford,ON,Ontario,43.3708,-80.9819,33232.0,1107.0,America/Toronto,3,N4Z N5A,1124676255
Fort Erie,Fort Erie,ON,Ontario,42.9167,-79.0167,32901.0,197.9,America/Toronto,3,L0S L2A,1124516852
Val-d’Or,Val-d'Or,QC,Quebec,48.1,-77.7833,32752.0,9.3,America/Toronto,3,J9P,1124239138
LaSalle,LaSalle,ON,Ontario,42.2167,-83.0667,32721.0,503.7,America/Toronto,3,N9J N9H,1124000988
Cochrane,Cochrane,AB,Alberta,51.189,-114.467,32199.0,1019.5,America/Edmonton,3,T4C,1124952542
North Cowichan,North Cowichan,BC,British Columbia,48.8236,-123.7192,31990.0,163.7,America/Vancouver,3,V0R V9L,1124000052
Lloydminster,Lloydminster,SK,Saskatchewan,53.2783,-110.005,31582.0,655.8,America/Edmonton,3,S9V,1124051728
Chambly,Chambly,QC,Quebec,45.4311,-73.2873,31444.0,1253.7,America/Toronto,3,J3L,1124345124
Centre Wellington,Centre Wellington,ON,Ontario,43.7,-80.3667,31093.0,75.9,America/Toronto,3,N0B N1M,1124000849
Okotoks,Okotoks,AB,Alberta,50.725,-113.975,30405.0,788.7,America/Edmonton,3,T1S,1124521470
Alma,Alma,QC,Quebec,48.55,-71.65,30331.0,155.6,America/Toronto,3,G8E G8B G8C,1124138438
Sainte-Julie,Sainte-Julie,QC,Quebec,45.5833,-73.3333,30045.0,619.6,America/Toronto,3,J3E,1124000521
Saint-Constant,Saint-Constant,QC,Quebec,45.37,-73.57,29954.0,524.9,America/Toronto,3,J5A,1124000054
Langley,Langley,BC,British Columbia,49.0986908053773,-122.659728692569,28963.0,2845.2,America/Vancouver,2,V3A,1124000480
Grimsby,Grimsby,ON,Ontario,43.2,-79.55,28883.0,420.4,America/Toronto,3,L3M,1124989517
Magog,Magog,QC,Quebec,45.2667,-72.15,28312.0,196.3,America/Toronto,3,J1X,1124404849
Boisbriand,Boisbriand,QC,Quebec,45.62,-73.83,28308.0,1022.9,America/Toronto,3,J7H J7E J7G,1124001940
Whitehorse,Whitehorse,YT,Yukon,60.7029,-135.0691,28201.0,68.1,America/Whitehorse,3,Y1A,1124348186
Dieppe,Dieppe,NB,New Brunswick,46.0989,-64.7242,28114.0,365.0,America/Moncton,3,E1A,1124195431
King,King,ON,Ontario,44.0463,-79.6044,27333.0,82.3,America/Toronto,3,L7B L0G L3Y,1124001693
Parksville,Parksville,BC,British Columbia,49.315,-124.312,27330.0,939.5,America/Vancouver,3,V9P,1124698963
Conception Bay South,Conception Bay South,NL,Newfoundland and Labrador,47.5167,-52.9833,27168.0,454.9,America/St_Johns,3,A1W A1X,1124000563
Fort Saskatchewan,Fort Saskatchewan,AB,Alberta,53.7128,-113.2133,27088.0,479.4,America/Edmonton,3,T8L,1124769097
Woolwich,Woolwich,ON,Ontario,43.5667,-80.4833,26999.0,82.7,America/Toronto,3,N2J N3B N0B,1124000096
Sainte-Thérèse,Sainte-Therese,QC,Quebec,45.6333,-73.85,26533.0,2798.9,America/Toronto,2,J7E,1124190411
Clarence-Rockland,Clarence-Rockland,ON,Ontario,45.4833,-75.2,26505.0,89.1,America/Toronto,3,K4K K0A,1124000639
La Prairie,La Prairie,QC,Quebec,45.42,-73.5,26406.0,607.4,America/Toronto,3,J5R,1124956496
Saint-Bruno-de-Montarville,Saint-Bruno-de-Montarville,QC,Quebec,45.5333,-73.35,26273.0,613.2,America/Toronto,3,J3V,1124286783
Midland,Midland,ON,Ontario,44.75,-79.8833,26246.0,504.3,America/Toronto,3,L4R,1124104490
Thetford Mines,Thetford Mines,QC,Quebec,46.1,-71.3,26072.0,115.4,America/Toronto,3,G6H G6G,1124032181
Lincoln,Lincoln,ON,Ontario,43.13,-79.43,25719.0,158.0,America/Toronto,3,L0R L2R,1124001767
Quispamsis,Quispamsis,NB,New Brunswick,45.4322,-65.9462,24881.0,329.4,America/Moncton,3,E2S E2E E2G,1124000379
Wasaga Beach,Wasaga Beach,ON,Ontario,44.5206,-80.0167,24862.0,433.0,America/Toronto,3,L9Z,1124001919
Collingwood,Collingwood,ON,Ontario,44.5,-80.2167,24811.0,748.3,America/Toronto,3,L9Y,1124219884
Sept-Îles,Sept-Iles,QC,Quebec,50.2167,-66.3833,24569.0,14.1,America/Toronto,3,G4S G0G,1124406431
Duncan,Duncan,BC,British Columbia,48.7787,-123.7079,24358.0,2444.5,America/Vancouver,2,V9L,1124316061
Hudson,Hudson,QC,Quebec,45.45,-74.15,24245.0,248.4,America/Toronto,3,J0P,1124590540
Saint-Lin--Laurentides,Saint-Lin--Laurentides,QC,Quebec,45.85,-73.7667,24030.0,203.2,America/Toronto,3,J5M,1124906585
Strathroy-Caradoc,Strathroy-Caradoc,ON,Ontario,42.9575,-81.6167,23871.0,88.1,America/Toronto,3,N0L N7G,1124000831
Squamish,Squamish,BC,British Columbia,49.7017,-123.1589,23819.0,227.5,America/Vancouver,3,V0N V8B,1124005958
Thorold,Thorold,ON,Ontario,43.1167,-79.2,23816.0,285.9,America/Toronto,3,L0S L2V L3B,1124718251
Truro,Truro,NS,Nova Scotia,45.3647,-63.28,23583.0,345.3,America/Halifax,3,B2N,1124952899
Amherstburg,Amherstburg,ON,Ontario,42.1,-83.0833,23524.0,128.0,America/Toronto,3,N9V N0R,1124696938
L’Assomption,L'Assomption,QC,Quebec,45.8333,-73.4167,23442.0,237.4,America/Toronto,3,J5W,1124500862
Tecumseh,Tecumseh,ON,Ontario,42.2431,-82.9256,23300.0,246.3,America/Toronto,3,N8N N9K N0R,1124720869
Candiac,Candiac,QC,Quebec,45.38,-73.52,22997.0,1331.3,America/Toronto,3,J5R,1124457982
Essa,Essa,ON,Ontario,44.25,-79.7833,22970.0,82.1,America/Toronto,3,L0M L0L L9R,1124001569
Paradise,Paradise,NL,Newfoundland and Labrador,47.5333,-52.8667,22957.0,773.8,America/St_Johns,3,A1L,1124001159
Saint-Lambert,Saint-Lambert,QC,Quebec,45.5,-73.5167,22761.0,3009.8,America/Toronto,2,J4P J4S J4R,1124174363
Mount Pearl Park,Mount Pearl Park,NL,Newfoundland and Labrador,47.5189,-52.8058,22477.0,1436.2,America/St_Johns,3,A1N,1124869949
Saint-Lazare,Saint-Lazare,QC,Quebec,45.4,-74.1333,22354.0,334.3,America/Toronto,3,J7T,1124000613
Owen Sound,Owen Sound,ON,Ontario,44.5667,-80.9333,22318.0,892.6,America/Toronto,3,N4K,1124623613
Brockville,Brockville,ON,Ontario,44.5833,-75.6833,22293.0,1057.8,America/Toronto,3,K6V,1124286131
Chestermere,Chestermere,AB,Alberta,51.05,-113.8225,22163.0,675.0,America/Edmonton,3,T1X,1124000371
Kingsville,Kingsville,ON,Ontario,42.1,-82.7167,22119.0,89.9,America/Toronto,3,N8M N9Y N0P N0R,1124616034
Port Alberni,Port Alberni,BC,British Columbia,49.2339,-124.805,21711.0,928.9,America/Vancouver,3,V9Y,1124952808
Springwater,Springwater,ON,Ontario,44.4333,-79.7333,21701.0,40.5,America/Toronto,3,L0L L9X,1124001298
Scugog,Scugog,ON,Ontario,44.09,-78.936,21617.0,45.4,America/Toronto,3,L0C L0B L9L,1124000741
Uxbridge,Uxbridge,ON,Ontario,44.1167,-79.1333,21556.0,51.3,America/Toronto,3,L0E L0C L9P,1124829638
Fort St. John,Fort St. John,BC,British Columbia,56.2465,-120.8476,21465.0,656.9,America/Dawson_Creek,3,V1J,1124517495
Wilmot,Wilmot,ON,Ontario,43.4,-80.65,21429.0,81.2,America/Toronto,3,N3A N0B,1124001797
Essex,Essex,ON,Ontario,42.0833,-82.9,21216.0,76.4,America/Toronto,3,N8M N0R,1124628052
Varennes,Varennes,QC,Quebec,45.6833,-73.4333,21198.0,223.6,America/Toronto,3,J3X,1124232101
Oro-Medonte,Oro-Medonte,ON,Ontario,44.5667,-79.5833,21036.0,35.8,America/Toronto,3,L0L L0K L3V L4R L4M,1124001350
Mont-Royal,Mont-Royal,QC,Quebec,45.5161,-73.6431,20953.0,2776.7,America/Toronto,2,H3R H3P H4P,1124001920
Beaumont,Beaumont,AB,Alberta,53.3572,-113.4147,20888.0,845.6,America/Edmonton,3,T4X,1124001210
Baie-Comeau,Baie-Comeau,QC,Quebec,49.2167,-68.15,20687.0,61.8,America/Toronto,3,G5C G4Z,1124859576
Riverview,Riverview,NB,New Brunswick,46.0613,-64.8052,20584.0,603.7,America/Moncton,3,E1B,1124000112
Cobourg,Cobourg,ON,Ontario,43.9667,-78.1667,20519.0,915.7,America/Toronto,3,K9A,1124831257
Cranbrook,Cranbrook,BC,British Columbia,49.5097,-115.7667,20499.0,641.2,America/Edmonton,3,V1C,1124937794
Yellowknife,Yellowknife,NT,Northwest Territories,62.4709,-114.4053,20340.0,196.8,America/Yellowknife,3,X1A,1124208917
South Frontenac,South Frontenac,ON,Ontario,44.5081,-76.4939,20188.0,21.3,America/Toronto,3,K0H,1124000063
Rivière-du-Loup,Riviere-du-Loup,QC,Quebec,47.8333,-69.5333,20118.0,240.2,America/Toronto,3,G5R,1124662123
Port Colborne,Port Colborne,ON,Ontario,42.8833,-79.25,20033.0,164.2,America/Toronto,3,L0S L3K,1124274319
Saint-Augustin-de-Desmaures,Saint-Augustin-de-Desmaures,QC,Quebec,46.7333,-71.4667,19907.0,232.0,America/Toronto,3,G3A,1124000358
Huntsville,Huntsville,ON,Ontario,45.3333,-79.2167,19816.0,27.9,America/Toronto,3,P0B P1H,1124961145
Sainte-Marthe-sur-le-Lac,Sainte-Marthe-sur-le-Lac,QC,Quebec,45.53,-73.93,19797.0,2267.4,America/Toronto,2,J0N,1124001153
Lloydminster,Lloydminster,AB,Alberta,53.2807,-110.035,19739.0,823.1,America/Edmonton,3,T9V,1124000858
Westmount,Westmount,QC,Quebec,45.4833,-73.6,19658.0,4860.9,America/Toronto,2,H3Z H3Y,1124878078
Russell,Russell,ON,Ontario,45.2569,-75.3583,19598.0,98.6,America/Toronto,3,K4R K0A,1124982538
Les Coteaux,Les Coteaux,QC,Quebec,45.28,-74.23,19582.0,485.0,America/Toronto,3,J7X,1124001989
Salmon Arm,Salmon Arm,BC,British Columbia,50.7022,-119.2722,19432.0,125.2,America/Vancouver,3,V1E,1124478865
Kirkland,Kirkland,QC,Quebec,45.45,-73.8667,19413.0,2012.0,America/Toronto,2,H9H H9J,1124000941
Corner Brook,Corner Brook,NL,Newfoundland and Labrador,48.9287,-57.926,19333.0,130.7,America/St_Johns,3,A2H,1124244792
New Glasgow,New Glasgow,NS,Nova Scotia,45.5926,-62.6455,19316.0,951.3,America/Halifax,3,B2H,1124760188
Dorval,Dorval,QC,Quebec,45.45,-73.75,19302.0,923.0,America/Toronto,3,H9P H9S,1124933556
Beaconsfield,Beaconsfield,QC,Quebec,45.4333,-73.8667,19277.0,1747.5,America/Toronto,3,H9W,1124755118
Pitt Meadows,Pitt Meadows,BC,British Columbia,49.2333,-122.6833,19146.0,221.7,America/Vancouver,3,V3Y,1124786902
Niagara-on-the-Lake,Niagara-on-the-Lake,ON,Ontario,43.2553,-79.0717,19088.0,145.3,America/New_York,3,L0S,1124366228
Colwood,Colwood,BC,British Columbia,48.4236,-123.4958,18961.0,1073.6,America/Vancouver,3,V9B V9C,1124000395
Middlesex Centre,Middlesex Centre,ON,Ontario,43.05,-81.45,18928.0,32.2,America/Toronto,3,N0M N0L N6P N6H,1124001841
Mont-Saint-Hilaire,Mont-Saint-Hilaire,QC,Quebec,45.5622,-73.1917,18859.0,427.8,America/Toronto,3,J3H,1124333461
Camrose,Camrose,AB,Alberta,53.0167,-112.8333,18772.0,450.5,America/Edmonton,3,T4V,1124351657
Selwyn,Selwyn,ON,Ontario,44.4167,-78.3333,18653.0,59.0,America/Toronto,3,K9J K9L K0L,1124000937
Tillsonburg,Tillsonburg,ON,Ontario,42.8667,-80.7333,18615.0,838.6,America/Toronto,3,N4G,1124817746
Pelham,Pelham,ON,Ontario,43.0333,-79.3333,18192.0,144.0,America/Toronto,3,L0S,1124000042
Petawawa,Petawawa,ON,Ontario,45.9,-77.2833,18160.0,110.3,America/Toronto,3,K8H,1124206291
Stony Plain,Stony Plain,AB,Alberta,53.5264,-114.0069,17993.0,507.6,America/Edmonton,3,T7Z,1124982081
Oak Bay,Oak Bay,BC,British Columbia,48.4264,-123.3228,17990.0,1710.1,America/Vancouver,3,V8P V8S V8R,1124761730
North Grenville,North Grenville,ON,Ontario,44.9667,-75.65,17964.0,51.0,America/Toronto,3,K0G,1124000746
Loyalist,Loyalist,ON,Ontario,44.25,-76.75,17943.0,52.4,America/Toronto,3,K7N K7R K0H,1124001145
Deux-Montagnes,Deux-Montagnes,QC,Quebec,45.5333,-73.8833,17915.0,2947.8,America/Toronto,2,J7R,1124980214
Steinbach,Steinbach,MB,Manitoba,49.5258,-96.6839,17806.0,474.1,America/Winnipeg,3,R5G,1124152692
Saint-Colomban,Saint-Colomban,QC,Quebec,45.73,-74.13,17740.0,191.4,America/Toronto,3,J5K,1124001676
Miramichi,Miramichi,NB,New Brunswick,47.0196,-65.5072,17692.0,98.8,America/Moncton,3,E1V E1N,1124714190
Esquimalt,Esquimalt,BC,British Columbia,48.4306,-123.4147,17533.0,2476.7,America/Vancouver,2,V9A,1124990218
Central Saanich,Central Saanich,BC,British Columbia,48.5142,-123.3839,17385.0,421.9,America/Vancouver,3,V8M,1124000519
Sainte-Catherine,Sainte-Catherine,QC,Quebec,45.4,-73.58,17347.0,1851.4,America/Toronto,3,J5C,1124941451
Port Hope,Port Hope,ON,Ontario,43.95,-78.3,17294.0,62.0,America/Toronto,3,L0A L1A,1124105292
Inverness,Inverness,NS,Nova Scotia,46.2,-61.1,17235.0,4.5,America/Glace_Bay,3,B0E,1124840965
Saint-Basile-le-Grand,Saint-Basile-le-Grand,QC,Quebec,45.5333,-73.2833,17053.0,475.8,America/Toronto,3,J3N,1124000968
L’Ancienne-Lorette,L'Ancienne-Lorette,QC,Quebec,46.8,-71.35,16970.0,2197.0,America/Toronto,2,G2E,1124580674
Swift Current,Swift Current,SK,Saskatchewan,50.2881,-107.7939,16750.0,571.6,America/Swift_Current,3,S9H,1124460875
Pembroke,Pembroke,ON,Ontario,45.8167,-77.1,16571.0,1002.8,America/Toronto,3,K8A,1124877940
Edmundston,Edmundston,NB,New Brunswick,47.3765,-68.3253,16437.0,153.8,America/Moncton,3,E7C E7B E3V,1124274233
Yorkton,Yorkton,SK,Saskatchewan,51.2139,-102.4628,16280.0,449.8,America/Regina,3,S3N,1124108820
Springfield,Springfield,MB,Manitoba,49.9292,-96.6939,16142.0,14.7,America/Winnipeg,3,R5N R5L R5M R5R R5P R5T,1124000696
Sylvan Lake,Sylvan Lake,AB,Alberta,52.3083,-114.0964,16142.0,692.8,America/Edmonton,3,T4S,1124397940
Bracebridge,Bracebridge,ON,Ontario,45.0333,-79.3,16010.0,25.5,America/Toronto,3,P1L,1124793645
Summerside,Summerside,PE,Prince Edward Island,46.4,-63.7833,16001.0,567.2,America/Halifax,3,C1N C0B,1124487102
Canmore,Canmore,AB,Alberta,51.089,-115.359,15990.0,233.5,America/Edmonton,3,T1W,1124688642
Bathurst,Bathurst,NB,New Brunswick,47.62,-65.65,15985.0,132.7,America/Moncton,3,E2A,1124816720
Greater Napanee,Greater Napanee,ON,Ontario,44.25,-76.95,15892.0,34.5,America/Toronto,3,K7R K0H K0K,1124001319
Lake Country,Lake Country,BC,British Columbia,50.0833,-119.4142,15817.0,129.5,America/Vancouver,3,V4V,1124001544
Hanover,Hanover,MB,Manitoba,49.4433,-96.8492,15733.0,21.2,America/Winnipeg,3,R5G R0A,1124001704
Winkler,Winkler,MB,Manitoba,49.1817,-97.9397,15335.0,663.1,America/Winnipeg,3,R6W,1124205424
Saint-Charles-Borromée,Saint-Charles-Borromee,QC,Quebec,46.05,-73.4667,15285.0,827.0,America/Toronto,3,J6E,1124000877
Cowansville,Cowansville,QC,Quebec,45.2,-72.75,15234.0,325.0,America/Toronto,3,J2K,1124357421
Sainte-Anne-des-Plaines,Sainte-Anne-des-Plaines,QC,Quebec,45.7617,-73.8204,15221.0,162.9,America/Toronto,3,J0N,1124304532
Gaspé,Gaspe,QC,Quebec,48.8333,-64.4833,15163.0,13.5,America/Toronto,3,G4X,1124212754
Sooke,Sooke,BC,British Columbia,48.3761,-123.7378,15086.0,266.6,America/Vancouver,3,V9Z,1124034713
Kenora,Kenora,ON,Ontario,49.7667,-94.4833,14967.0,70.7,America/Winnipeg,3,P9N,1124844807
Cold Lake,Cold Lake,AB,Alberta,54.4642,-110.1825,14961.0,249.7,America/Edmonton,3,T9M,1124089461
